author,content,created_at,postLink
violetblue.bsky.social,"I saved the best for last. 

We have one more week of propaganda and heated bird battles. I'll update this thread when I see new art!
Find out more and support this epic conservation effort at Bird of the Year 2024: www.birdoftheyear.org.nz",2024-09-07T09:16:37.427Z,https://bsky.app/profile/violetblue.bsky.social/post/3l3kjxlyzrg2i
bakuzen.bsky.social,Koana at the Turali Olympics 2024,2024-08-31T04:08:33.892Z,https://bsky.app/profile/bakuzen.bsky.social/post/3l2yfibiy6g2g
citizenwald.bsky.social,"Gonna let you guys sort this one out 
¯\_(ツ)_/¯",2024-08-30T22:49:46.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2xtobbovl2h
citizenwald.bsky.social,,2024-08-29T21:00:04.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2v5364zwz2k
citizenwald.bsky.social,,2024-08-28T21:00:02.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2smm7kakf2n
citizenwald.bsky.social,,2024-08-27T22:19:42.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2qalqk4dc2q
citizenwald.bsky.social,,2024-08-26T21:00:06.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2nlohzv5v2w
citizenwald.bsky.social,,2024-08-25T21:00:05.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2l37joa772p
citizenwald.bsky.social,,2024-08-24T21:36:48.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2imsb66s724
citizenwald.bsky.social,,2024-08-23T21:31:23.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2g3znu4s723
citizenwald.bsky.social,,2024-08-22T21:07:41.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2dkae7ci626
citizenwald.bsky.social,,2024-08-21T23:51:47.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l2bcwuezqj2g
citizenwald.bsky.social,,2024-08-20T21:21:58.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l26k42zdub2a
citizenwald.bsky.social,,2024-08-19T22:18:04.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3l244rhhtwl2g
citizenwald.bsky.social,,2024-08-18T20:40:01.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3kzzgt6w62c2q
humblecore.bsky.social,Remember a week ago when Steph did this to those Frenchmen? A sick individual and truly the best America has to offer 🇺🇸,2024-08-17T21:21:23.374Z,https://bsky.app/profile/humblecore.bsky.social/post/3kzwyoai5a62x
citizenwald.bsky.social,,2024-08-17T21:10:40.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3kzwy33olzv24
wordsalso.bsky.social,,2024-08-17T16:35:53.417Z,https://bsky.app/profile/wordsalso.bsky.social/post/3kzwippxxxy2r
citizenwald.bsky.social,,2024-08-16T22:14:45.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3kzul6reg532d
citizenwald.bsky.social,,2024-08-15T22:43:10.000Z,https://bsky.app/profile/citizenwald.bsky.social/post/3kzs4cnzchv2h
amberunmasked.bsky.social,"Yes, I love #YusufDikec too BUT no one is making his equal partner in the mixed doubles go viral with memes. #SavvalTarhan had large ear defenders (he wore small ear plugs), visor, as well as braids in the red and white colors of the Turkish flag AND shooting with one hand in her pocket, too!",2024-08-15T13:17:16.000Z,https://bsky.app/profile/amberunmasked.bsky.social/post/3kzr4oqpkis2a
maladroithe.bsky.social,You just have to tell them there are no electric kettles in the Olympic village,2024-08-13T00:27:03.938Z,https://bsky.app/profile/maladroithe.bsky.social/post/3kzkqpnlrnu2w
llewcid.bsky.social,Would watch the fuck out of a show where they pitted these people against an Olympian,2024-08-12T13:57:30.994Z,https://bsky.app/profile/llewcid.bsky.social/post/3kzjnjwet5p2a
c-hoell.bsky.social,"The updated Tier list reads:
S-tier: NED ✨.
A-tier: BEL, CHN, ARG, GER, AUS.
B-tier: GBR, ESP.
The second shooting star is CHN, which also saw progress from game to game. 🎇
#HockeyPredictor #wolyhock #FieldHockey #DataAnalysis #Olympics",2024-08-09T20:31:26.332Z,https://bsky.app/profile/c-hoell.bsky.social/post/3kzcs5klej22t
juniorhoncho.bsky.social,,2024-08-08T22:54:22.949Z,https://bsky.app/profile/juniorhoncho.bsky.social/post/3kzajoai3ls2x
ashleysays.bsky.social,Okay pentathlon is wild. They should be the MVPs of the Olympics,2024-08-08T12:05:20.707Z,https://bsky.app/profile/ashleysays.bsky.social/post/3kz7ffoad4y2e
spootymaniacs.gay,Fang the Hunter (representing Mobius) has won Gold Medal in Shooting for the 2024 Paris Olympics,2024-08-06T21:10:16.253Z,https://bsky.app/profile/spootymaniacs.gay/post/3kz3cwardnc2x
ulidig.bsky.social,"It's a photo from a shooting competition at the 2024 Olympics. There are cameras everywhere, including remote ones downrange in the shooting events. The good news is, the gun isn't pointed at a camera person.",2024-08-06T05:14:18.809Z,https://bsky.app/profile/ulidig.bsky.social/post/3kyznitnje22e
byteseu.bsky.social,"Cho Yeong-jae Adds 6th Paris Olympic Medal in Shooting

https://www.byteseu.com/313727/

Photo : YONHAP News Cho Yeong-jae on Monday added South Korea’s sixth medal in shooting in the Paris 2024 Olympics.  Cho grabbed the silver medal in the 25 meter rapid fire pistol men’s finals held at the …",2024-08-05T13:39:08.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyxzaovjfi2i
byteseu.bsky.social,"Paris Olympics 2024 * 05/08/2024 * Pitchforks out, Foconi is coming

https://www.byteseu.com/312981/

Medal events 08:00 – Triathlon: 4X mixed relay 09:30 – Shooting: Men’s 25m Pistol Final 09:45 – Badminton: women’s singles 1st/2nd final 11:45 – Artistic Gymnastics: Men’s Parallel Bars Final …",2024-08-05T06:52:17.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyxcj6puyt22
me.vivianchandra.com,"sometimes, the internet rewards us with great commentary like this... ALSO PINK GUN OMG",2024-08-04T22:55:24.379Z,https://bsky.app/profile/me.vivianchandra.com/post/3kywhufhixv2n
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: Djokovic beats Alcaraz in tennis final, Rutter wins shooting silver as Hepworth claims vaulting bronze – live https://t.co/sfqCR9Hxps",2024-08-04T15:18:50.201Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyvodxyodl2w
sarahkite.bsky.social,Nobody better lay a FINGER on that cat 😤,2024-08-04T04:40:23.572Z,https://bsky.app/profile/sarahkite.bsky.social/post/3kyukodwq7m26
bitty.bsky.social,,2024-08-03T19:56:50.737Z,https://bsky.app/profile/bitty.bsky.social/post/3kytng6cca626
globalvoters.bsky.social,"Paris Olympics 2024 Day 8 (August 3): India's Full Schedule and Results: India's Manu Bhaker finished fourth in the women's 25m pistol shooting event, concluding a remarkable campaign in the ongoing Olympic Games with an unprecedented two medals on Saturday. The 22-year-old Bhaker shot 28 in the…",2024-08-03T16:51:40.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kytd32oyok2q
sketchynews.net,[Associated Press]US shooter Sagen Maddalena breaks an Olympic record in qualification. Ukraine gets a silver medal - The Associated Press The United States’ wait for a medal in shooting at the 2024 Olympics could be nearing its end after Sagen Maddalena laid down a marker by breaking the Olympic...,2024-08-03T16:15:34.189Z,https://bsky.app/profile/sketchynews.net/post/3kytb2isrth2w
princejvstin.com,"blog.jeffcable.com/2024/08/capt...

Jeff Cable, a Professional Photographer, shares images and his observations and thoughts on shooting the gymnastics portion of the Olympics.",2024-08-03T11:34:39.129Z,https://bsky.app/profile/princejvstin.com/post/3kysre6jlld2k
byteseu.bsky.social,"Paris Olympics 2024 * 03/08/2024 * Where you expect the 4 of swords, but they give you the 2 of pairs

https://www.byteseu.com/308223/

I had a crypto ready for today’s title, but it didn’t go as it was supposed to… MNEMONIC CRYPTOGRAPHY (8 3 8) Francis of Assisi Medal events 09:30 – Shooting: …",2024-08-03T06:26:16.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kysa4smj6c2m
buffa-channel.bsky.social,"レイザーラモンRGが“無課金おじさん”をモノマネ 「相変わらずタイムリー」と話題【パリ五輪】
buffa-channel.com/archives/195...

#ユスフ・ディケッチ #YusufDikeç #RG #射撃 #Shooting #五輪 #Olympics #パリ2024 #オリンピック",2024-08-03T03:22:31.511Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kyrvuahi432h
sarahkite.bsky.social,found on instagram at “divineofficial”,2024-08-03T02:02:44.934Z,https://bsky.app/profile/sarahkite.bsky.social/post/3kyrrfjza472x
rejectionking.bsky.social,"Son, shut the hell up for 30 seconds about The Format™️ (2024)",2024-08-03T00:01:17.093Z,https://bsky.app/profile/rejectionking.bsky.social/post/3kyrkmdsdkp2z
wearykatie.bsky.social,"Oh sure, when an Olympian shows up on the world stage looking like this, he becomes an internet sensation. 

But when I show up to battle looking like this, Thancred calls me ""unprofessional"".",2024-08-02T19:30:59.656Z,https://bsky.app/profile/wearykatie.bsky.social/post/3kyr3izpoys2h
codenamesailorv.bsky.social,Anyone else keeping up with the 2024 Olympics??,2024-08-02T19:12:19.444Z,https://bsky.app/profile/codenamesailorv.bsky.social/post/3kyr2hndsck2i
fogolf.bsky.social,"🔴Day 7 : Paris Olympics 2024 | Badminton | Shooting | Archery | Golf | Lakshya Sen VS Chou Tien chen

https://www.fogolf.com/769567/%F0%9F%94%B4day-7-paris-olympics-2024-badminton-shooting-archery-golf-lakshya-sen-vs-chou-tien-chen/

🔴Day 7 : Paris Olympics 2024 | Badminton | Shooting | Archery | …",2024-08-02T17:34:06.000Z,https://bsky.app/profile/fogolf.bsky.social/post/3kyquxzqauc2h
lizzyraven.bsky.social,It'll actually be really funny if a bunch of liberal memesters get into pistol shooting because of the 2024 Olympics.,2024-08-02T17:18:53.617Z,https://bsky.app/profile/lizzyraven.bsky.social/post/3kyqu4u4jkk2n
starshine.bsky.social,You see these ones I reposted earlier?,2024-08-02T17:03:02.852Z,https://bsky.app/profile/starshine.bsky.social/post/3kyqtai44x72m
globalvoters.bsky.social,"Teenage Talent at the 2024 Olympics: From the shooting range to the swimming pool, teens and preteens are grabbing medals and the spotlight. Nowhere is this truer than at the skateboard park.",2024-08-02T10:05:08.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyq3v7sbqq2i
byteseu.bsky.social,"Paris Olympics 2024 * 02/08/2024 * Where Roncadelle surpasses South America in the medal table

https://www.byteseu.com/305704/

I had a crypto ready for today’s title, but it didn’t go as it was supposed to… MNEMONIC CRYPTOGRAPHY (8 3 8) Francis of Assisi Medal events 09:30 – Shooting: women’s …",2024-08-02T06:39:08.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kypqevej2r25
moira.mastodon.murkworks.net.ap.brid.gy,"someone elsewhere was all ""airgun shouldn't get medals, they should get plush animals"" and everybody was ""except this guy"" so this seemed appropriate

#olympics #olympics2024",2024-08-02T04:46:26.000Z,https://bsky.app/profile/moira.mastodon.murkworks.net.ap.brid.gy/post/3kypk3gatsyh2
tayloraloy.bsky.social,"I really think we’re all missing the key question here. Why hasn’t the U.S. medaled in SHOOTING!?

Aren’t we supposed to be the best at guns?",2024-08-02T03:57:44.681Z,https://bsky.app/profile/tayloraloy.bsky.social/post/3kypheauffr27
