author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨5 - rugby
️⚠️💨2 - walz
️⚠️💨2 - dupont
️⚠️💨1 - fiji
️⚠️💨1 - shapiro
️⚠️💨1 - npr
️⚠️💨1 - antoine
️⚠️💨1 - sevens
️⚠️💨1 - olympic
️⚠️💨1 - medal
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-27T18:10:38.019Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kybu7sljus2j,0.636,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - 開会
️⚠️💨2 - オリンピック
️⚠️💨1 - ceremony
️⚠️💨1 - パリ
️⚠️💨1 - mxm
️⚠️💨1 - snoop
7th - mortos
8th - hologram
9th - torch
10th - olympics
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-27T00:30:34.028Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky7yyb3jd42a,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - 開会
️⚠️💨1 - ceremony
️⚠️💨1 - オリンピック
️⚠️💨1 - deadpool
️⚠️💨1 - パリ
️⚠️💨1 - wolverine
️⚠️💨1 - olympics
️⚠️💨1 - dolphin
9th - gojira
10th - cérémonie
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-26T23:10:35.116Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky7ujaifqj2d,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 開会
️⚠️💨1 - gaza
️⚠️💨1 - オリンピック
️⚠️💨1 - dolphins
️⚠️💨1 - tierisch
️⚠️💨1 - deadpool
7th - olympics
8th - furniture
9th - freaks
10th - wolverine
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-26T14:50:36.506Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky6yl7l6dj2s,0.1759,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - オリンピック
️⚠️💨1 - dolphin
️⚠️💨1 - トイ
️⚠️💨1 - パリ
️⚠️💨1 - vance's
️⚠️💨1 - olympic
7th - childless
8th - olympics
9th - ceremony
10th - vance
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-26T13:10:36.564Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky6syflou324,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 即売
️⚠️💨1 - tierisch
️⚠️💨1 - フジ
️⚠️💨1 - オリンピック
5th - 花火
6th - ニコニコ
7th - ukraine
8th - barack
9th - 復活
10th - 幽霊
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-26T11:10:35.221Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky6mbru6bi2q,0.2714,Positive
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨5 - couch
️⚠️💨2 - couches
️⚠️💨2 - mjf
️⚠️💨2 - jd
️⚠️💨1 - vance
️⚠️💨1 - furniture
️⚠️💨1 - sofa
️⚠️💨1 - fucker
️⚠️💨1 - vance's
10th - 涼子
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-25T00:10:38.575Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky2wws3sox2i,-0.5848,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - hallo
2nd - wildfire
3rd - brenda
4th - abend
5th - ukraine
6th - netanyahu
7th - method
8th - disabled
9th - writes
10th - pip
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-24T18:10:38.765Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3ky2ct2vhhm2m,0.2714,Positive
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨1 - うなぎ
️⚠️💨1 - 丑の日
️⚠️💨1 - ukraine
️⚠️💨1 - 土用
5th - オールスター
6th - olympic
7th - パリ
8th - ヒーロー
9th - キロ
10th - オリンピック
(tap/click to see all posts with that word!)

#йобанарусня 🇺🇦",2024-07-24T14:00:35.307Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxzutwiivg2j,0.2714,Positive
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
1st - 水曜日
2nd - 丑の日
3rd - banter
4th - beard
5th - lit
6th - deadpool
7th - 7/24
8th - 土用
9th - root
10th - mistakes
(tap/click to see all posts with that word!)

#FreePalestine 🇵🇸",2024-07-23T22:50:30.848Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxybylmvnc2g,-0.2481,Negative
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨1 - carter
️⚠️💨1 - jimmy
️⚠️💨1 - menendez
️⚠️💨1 - cocaine
5th - castets
6th - brat
7th - lucie
8th - ukraine
9th - deadpool
10th - bump
(tap/click to see all posts with that word!)

#йобанарусня 🇺🇦",2024-07-23T18:10:35.504Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxxse2dpi22d,0.2714,Positive
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨2 - sorkin
️⚠️💨1 - romney
️⚠️💨1 - aaron
️⚠️💨1 - bernie
5th - cocaine
6th - nominate
7th - thunder
8th - oscar
9th - formula
10th - domingo
(tap/click to see all posts with that word!)

#ListenToBlackVoices",2024-07-21T17:00:33.086Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxsnixnlg62q,0.2714,Positive
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨1 - crowdstrike
2nd - outage
3rd - donors
4th - affected
5th - hulk
6th - collective
7th - boot
8th - stressed
9th - l'assemblée
10th - eis
(tap/click to see all posts with that word!)

#ListenToBlackVoices",2024-07-19T18:30:32.410Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxnrlypikl2s,-0.3595,Negative
npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy,<https://www.reuters.com/sports/olympics/absent-rivalries-new-star-wrestling-legends-last-hurrah-2024-07-12/>,2024-07-12T15:16:00.000Z,https://bsky.app/profile/npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy/post/3kx3thyuzjxk2,0.0,Neutral
